icon,precipIntensity,humidity,windSpeed,cloudCover,uvIndex,temperature,is_weekend
cloudy,0.0,0.75,3.69,1.0,0,5.25,0
cloudy,0.0,0.75,3.69,1.0,0,5.25,0
cloudy,0.0,0.77,4.88,1.0,0,4.5,0
cloudy,0.0,0.77,4.88,1.0,0,4.5,0
rain,0.479,0.78,4.43,1.0,0,4.2,0
rain,0.479,0.78,4.43,1.0,0,4.2,0
rain,0.0791,0.77,4.22,1.0,0,3.9,0
rain,0.0791,0.77,4.22,1.0,0,3.9,0
cloudy,0.0,0.77,3.53,1.0,0,3.9,0
cloudy,0.0,0.77,3.53,1.0,0,3.9,0
cloudy,0.0,0.78,4.88,1.0,0,3.44,0
cloudy,0.0,0.78,4.88,1.0,0,3.44,0
cloudy,0.0,0.72,3.73,1.0,0,3.9,0
cloudy,0.0,0.72,3.73,1.0,0,3.9,0
cloudy,0.0,0.7,3.48,1.0,0,4.2,0
cloudy,0.0,0.7,3.48,1.0,0,4.2,0
cloudy,0.0,0.65,2.99,1.0,0,4.2,0
cloudy,0.0,0.65,2.99,1.0,0,4.2,0
cloudy,0.0,0.65,3.48,1.0,0,4.2,0
cloudy,0.0,0.65,3.48,1.0,0,4.2,0
clear-night,0.0,0.64,4.43,0.0,0,4.2,0
clear-night,0.0,0.64,4.43,0.0,0,4.2,0
rain,0.1587,0.81,3.93,1.0,0,2.37,0
rain,0.1587,0.81,3.93,1.0,0,2.37,0
rain,0.7186,0.89,3.69,1.0,0,1.32,0
rain,0.7186,0.89,3.69,1.0,0,1.32,0
snow,0.3184,0.92,3.69,1.0,0,1.0,0
snow,0.3184,0.92,3.69,1.0,0,1.0,0
snow,0.6383,0.93,4.18,1.0,0,0.71,0
snow,0.6383,0.93,4.18,1.0,0,0.71,0
snow,0.7969,0.93,3.48,1.0,1,0.71,0
snow,0.7969,0.93,3.48,1.0,1,0.71,0
snow,0.9549,0.94,1.8,1.0,2,1.0,0
snow,0.9549,0.94,1.8,1.0,2,1.0,0
snow,1.1962,0.97,2.25,1.0,2,1.0,0
snow,1.1962,0.97,2.25,1.0,2,1.0,0
snow,2.312,0.97,2.5,1.0,2,1.0,0
snow,2.312,0.97,2.5,1.0,2,1.0,0
rain,2.394,0.98,2.5,1.0,2,1.32,0
rain,2.394,0.98,2.5,1.0,2,1.32,0
rain,2.2314,0.98,2.05,1.0,2,1.32,0
rain,2.2314,0.98,2.05,1.0,2,1.32,0
rain,1.9931,0.98,2.3,1.0,1,1.32,0
rain,1.9931,0.98,2.3,1.0,1,1.32,0
rain,2.0744,0.94,3.69,1.0,0,1.77,0
rain,2.0744,0.94,3.69,1.0,0,1.77,0
rain,2.2314,0.9,4.18,1.0,0,2.08,0
rain,2.2314,0.9,4.18,1.0,0,2.08,0
rain,2.0744,0.88,2.5,1.0,0,2.37,0
rain,2.0744,0.88,2.5,1.0,0,2.37,0
rain,1.2758,0.91,2.3,1.0,0,2.08,0
rain,1.2758,0.91,2.3,1.0,0,2.08,0
rain,1.1153,0.88,2.99,1.0,0,2.08,0
rain,1.1153,0.88,2.99,1.0,0,2.08,0
rain,1.5164,0.88,3.93,1.0,0,2.08,0
rain,1.5164,0.88,3.93,1.0,0,2.08,0
rain,1.5967,0.86,4.18,1.0,0,2.08,0
rain,1.5967,0.86,4.18,1.0,0,2.08,0
rain,1.2758,0.85,3.24,1.0,0,2.08,0
rain,1.2758,0.85,3.24,1.0,0,2.08,0
rain,0.7969,0.81,3.93,1.0,0,2.37,1
rain,0.7969,0.81,3.93,1.0,0,2.37,1
rain,0.6383,0.82,3.2,1.0,0,2.08,1
rain,0.6383,0.82,3.2,1.0,0,2.08,1
rain,0.8758,0.89,2.5,1.0,0,1.62,1
rain,0.8758,0.89,2.5,1.0,0,1.62,1
rain,0.7969,0.91,2.79,1.0,0,1.32,1
rain,0.7969,0.91,2.79,1.0,0,1.32,1
snow,1.0372,0.92,3.69,1.0,0,1.0,1
snow,1.0372,0.92,3.69,1.0,0,1.0,1
snow,0.5573,0.96,3.93,1.0,0,0.27,1
snow,0.5573,0.96,3.93,1.0,0,0.27,1
snow,0.6383,0.96,3.69,1.0,0,0.56,1
snow,0.6383,0.96,3.69,1.0,0,0.56,1
rain,0.8758,0.89,3.2,1.0,0,1.32,1
rain,0.8758,0.89,3.2,1.0,0,1.32,1
rain,0.5573,0.89,2.05,1.0,0,1.32,1
rain,0.5573,0.89,2.05,1.0,0,1.32,1
rain,1.2758,0.89,2.54,0.0,1,1.77,1
rain,1.2758,0.89,2.54,0.0,1,1.77,1
rain,1.6743,0.85,2.95,9999.0,9999,2.83,1
rain,1.6743,0.85,2.95,9999.0,9999,2.83,1
rain,1.0372,0.83,2.95,1.0,2,3.14,1
rain,1.0372,0.83,2.95,1.0,2,3.14,1
rain,0.2387,0.77,2.5,1.0,2,3.9,1
rain,0.2387,0.77,2.5,1.0,2,3.9,1
rain,0.3995,0.74,3.24,1.0,2,4.2,1
rain,0.3995,0.74,3.24,1.0,2,4.2,1
rain,0.1587,0.72,2.99,1.0,2,4.2,1
rain,0.1587,0.72,2.99,1.0,2,4.2,1
cloudy,0.0,0.71,4.18,1.0,1,4.2,1
cloudy,0.0,0.71,4.18,1.0,1,4.2,1
cloudy,0.0,0.68,4.63,1.0,0,4.2,1
cloudy,0.0,0.68,4.63,1.0,0,4.2,1
partly-cloudy-day,0.0,0.7,2.58,0.75,0,4.2,1
partly-cloudy-day,0.0,0.7,2.58,0.75,0,4.2,1
